Order,variable,domain,type,stat_label,question,PRG,DSA,LIB,SD,STY,CTR,REF,CON,NAT,SD/LIB,SD/STY,STY/SD,LIB/CTR,SD/CTR,SD/CON,CON/SD,STY/CON,CON/STY,STY/REF,CON/CTR,REF/STY,CON/REF,CON/NAT,Max,Mid,Low
94,CC24_441e,Racial & Gender,likert5_dist,% Strongly Disagree,I resent when Whites deny racial discrimination exists,0.34,1.27,2.58,2,3.69,10.13,19.38,12.08,49.72,2.29,2.5604,2.845,5.6,6.065,6.8303,7.5894,7.1106,8.5562,10.7505,11.345,13.592,14.343,30.5236,,,
96,CC24_441f,Racial & Gender,likert5_dist,% Strongly Agree,Whites get away with offenses that African Americans wouldn't,78.66,77.94,64.85,47.07,41.58,33.89,22.87,22.66,1.36,55.96,45.2495,44.325,52.466,40.48,35.3727,33.5347,33.8663,30.6064,33.1605,26.8926,29.7721,22.7251,12.223,,,
97,CC24_441f,Racial & Gender,likert5_dist,% Agree,Whites get away with offenses that African Americans wouldn't,18.8,16.36,22.05,31.63,27.66,26.39,16.5,16.64,8.2,26.84,30.3135,29.645,23.786,29.01,24.4468,23.318,23.1671,21.2684,22.638,20.3148,20.6169,16.5966,12.5044,,,
98,CC24_441f,Racial & Gender,likert5_dist,% Neither,Whites get away with offenses that African Americans wouldn't,2.25,4.62,7.51,15.35,22.55,16.06,25.5,25.87,13.21,11.43,17.7375,18.95,10.93,15.705,20.3912,21.1833,23.9036,24.4756,23.8775,22.1726,24.4117,25.7553,19.6666,,,
99,CC24_441f,Racial & Gender,likert5_dist,% Disagree,Whites get away with offenses that African Americans wouldn't,0.12,0.21,2.25,3.21,4.42,9.29,8.7,11.74,13.99,2.73,3.6112,3.815,5.066,6.25,7.2976,7.9399,7.4044,8.6656,6.346,10.8166,7.1211,10.7976,12.8425,,,
100,CC24_441f,Racial & Gender,likert5_dist,% Strongly Disagree,Whites get away with offenses that African Americans wouldn't,0.18,0.86,3.34,2.75,3.79,14.38,26.44,23.09,63.23,3.045,3.0949,3.27,7.756,8.565,12.4969,14.0285,11.6586,14.984,13.9825,19.8072,18.0844,24.1285,42.7586,,,
102,CC24_441g,Racial & Gender,likert5_dist,% Strongly Agree,Whites don't understand the problems African Americans face,58.98,61.48,42.64,31.32,33.23,24.17,18.11,16.56,1.57,36.98,31.9534,32.275,35.252,27.745,24.247,23.1356,26.4336,23.5614,26.426,19.4282,23.6878,17.0405,9.2149,,,
103,CC24_441g,Racial & Gender,likert5_dist,% Agree,Whites don't understand the problems African Americans face,33.25,23.66,32.09,32.11,26.85,28.07,15.91,20.28,5.68,32.1,30.3658,29.48,30.482,30.09,26.4411,25.5503,24.1714,23.0394,21.927,23.2161,19.9458,18.9253,13.126,,,
104,CC24_441g,Racial & Gender,likert5_dist,% Neither,Whites don't understand the problems African Americans face,6.17,12.7,16.72,29.65,30.13,22.86,33.59,34.56,29.02,23.185,29.8092,29.89,19.176,26.255,32.0029,32.3726,31.9361,32.6994,31.687,30.1503,32.3136,34.2593,31.8454,,,
105,CC24_441g,Racial & Gender,likert5_dist,% Disagree,Whites don't understand the problems African Americans face,1.14,1,5.37,4.52,6.02,12.08,10.78,13.63,19.23,4.945,5.0174,5.27,8.054,8.3,8.8855,9.5715,9.1226,10.4338,8.162,13.0458,9.024,12.7465,16.374,,,
106,CC24_441g,Racial & Gender,likert5_dist,% Strongly Disagree,Whites don't understand the problems African Americans face,0.46,1.16,3.18,2.4,3.76,12.81,21.61,14.97,44.51,2.79,2.851,3.08,7.032,7.605,8.4235,9.3701,8.3303,10.2618,11.7925,14.1559,15.0251,17.0284,29.4446,,,
110,CC24_421_1,Elections & Trust,likert5_dist,% Strongly Agree,Elections in the U.S. are fair,49.95,4.03,67.53,18.87,9.13,58.5,5.47,13.55,7.84,43.2,15.6402,14,63.918,38.685,16.3207,15.9201,10.932,11.6936,7.483,30.4917,6.8202,11.0452,10.7521,,,
111,CC24_421_1,Elections & Trust,likert5_dist,% Agree,Elections in the U.S. are fair,40.83,28.73,27.02,42.96,26.39,35.31,30.9,50.43,40.1,34.99,37.4654,34.675,30.336,39.135,46.5396,47.1021,36.1911,40.3332,28.4195,44.7313,29.2363,44.3757,45.3683,,,
112,CC24_421_1,Elections & Trust,likert5_dist,% Neither,Elections in the U.S. are fair,4.53,21.27,3.2,22.97,31.12,4.69,27.32,22.27,22.89,13.085,25.6725,27.045,3.796,13.83,22.6346,22.5818,27.5119,25.987,29.41,15.6441,28.7218,23.8355,22.5738,,,
113,CC24_421_1,Elections & Trust,likert5_dist,% Disagree,Elections in the U.S. are fair,2.82,30.73,1.88,11.89,17.58,1.37,22.14,11.87,21.53,6.885,13.7768,14.735,1.676,6.63,11.8804,11.8789,15.252,14.2682,19.632,7.9125,20.4578,15.0537,16.6034,,,
114,CC24_421_1,Elections & Trust,likert5_dist,% Strongly Disagree,Elections in the U.S. are fair,1.88,15.25,0.36,3.32,15.76,0.13,14.16,1.88,7.65,1.84,7.4451,9.54,0.268,1.725,2.63,2.5215,10.1011,7.7096,15.04,1.2204,14.7502,5.6868,4.7073,,,
116,CC24_421_2,Elections & Trust,likert5_dist,% Strongly Agree,2024 state/local election was fair,98.91,11.87,99.52,32.8,11.83,96.88,12.23,36.38,29.57,66.16,25.8463,22.315,98.464,64.84,34.5155,34.7851,21.839,26.069,12.01,59.1825,12.0824,28.8935,33.0431,,,
117,CC24_421_2,Elections & Trust,likert5_dist,% Agree,2024 state/local election was fair,1.09,45.9,0.48,47.65,27.22,3.12,29.78,44.67,33.17,24.065,40.8754,37.435,1.536,25.385,46.222,45.9976,34.3344,37.341,28.372,29.0098,28.8356,40.0541,39.035,,,
118,CC24_421_2,Elections & Trust,likert5_dist,% Neither,2024 state/local election was fair,0,27.73,0,19.45,38.72,0,32.34,18.03,18.59,9.725,25.8399,29.085,0,9.725,18.7695,18.6626,30.2847,26.7198,35.849,11.2345,34.6936,22.4661,18.3044,,,
119,CC24_421_2,Elections & Trust,likert5_dist,% Disagree,2024 state/local election was fair,0,9.9,0,0.1,12.03,0,15.05,0.9,12.05,0.05,4.056,6.065,0,0.05,0.4834,0.5436,7.4923,5.5746,13.389,0.5608,13.9359,5.2865,6.3635,,,
120,CC24_421_2,Elections & Trust,likert5_dist,% Strongly Disagree,2024 state/local election was fair,0,4.61,0,0,10.21,0,10.6,0.02,6.62,0,3.3856,5.105,0,0,0.0096,0.0111,6.0555,4.2998,10.3855,0.0125,10.4561,3.2998,3.254,,,
122,CC24_423,Elections & Trust,trust_dist,% Great deal,Trust in federal government (1=Great deal … 4=None at all),4.29,1.03,10.8,6.19,5.5,21.09,3.06,3.15,0.58,8.495,5.9612,5.845,14.916,13.64,4.7332,4.5043,4.5419,4.137,4.402,9.9116,3.9601,3.1221,1.8907,,,
123,CC24_423,Elections & Trust,trust_dist,% Fair amount,Trust in federal government (1=Great deal … 4=None at all),35.92,18.12,45.55,37.91,33.19,44.12,16.52,30.1,11.9,41.73,36.3448,35.55,44.978,41.015,34.1674,33.5794,31.9302,31.3978,25.6885,35.3841,22.6696,25.8902,21.182,,,
124,CC24_423,Elections & Trust,trust_dist,% Not very much,Trust in federal government (1=Great deal … 4=None at all),48.16,59.29,36.34,45.92,44.39,28.95,51.7,54.62,56.76,41.13,45.4127,45.155,33.384,37.435,50.089,50.7442,48.5608,50.3234,47.6795,44.945,49.0033,53.7148,55.6686,,,
125,CC24_423,Elections & Trust,trust_dist,% None at all,Trust in federal government (1=Great deal … 4=None at all),11.63,21.56,7.31,9.97,16.92,5.84,28.72,12.13,30.76,8.64,12.2746,13.445,6.722,7.905,11.0051,11.1677,14.9671,14.1418,22.23,9.7593,24.367,17.2729,21.2587,,,
127,CC24_424,Elections & Trust,trust_dist,% Great deal,Trust in state government (1=Great deal … 4=None at all),17.82,4.76,21.39,11.54,7,28.99,4.1,12.6,7.8,16.465,10.0345,9.27,24.43,20.265,12.048,12.1278,9.2831,10.248,5.695,18.7774,5.1698,9.965,10.248,,,
128,CC24_424,Elections & Trust,trust_dist,% Fair amount,Trust in state government (1=Great deal … 4=None at all),50.97,31.34,50.79,46.49,37.28,45.67,30.64,44,33.69,48.64,43.436,41.885,48.742,46.08,45.2968,45.1093,40.0197,41.1776,34.292,44.6294,33.0895,39.8584,38.9481,,,
129,CC24_424,Elections & Trust,trust_dist,% Not very much,Trust in state government (1=Great deal … 4=None at all),24.53,41.42,22.05,33.37,37.87,21.17,38.59,33.45,32.25,27.71,34.8622,35.62,21.698,27.27,33.4083,33.4144,36.068,35.3064,38.194,28.8217,38.3244,35.0434,32.862,,,
130,CC24_424,Elections & Trust,trust_dist,% None at all,Trust in state government (1=Great deal … 4=None at all),6.68,22.47,5.78,8.6,17.85,4.18,26.67,9.94,26.26,7.19,11.6673,13.225,5.14,6.39,9.2421,9.343,14.6251,13.2622,21.819,7.7691,23.4163,15.1263,17.9368,,,
131,CC24_312a,Approval,approval4,Weighted mean,Job approval — President Biden,1.8576,2.3321,1.7032,2.1854,2.7118,3.0209,3.7169,3.674,3.9723,1.9443,2.36,2.4486,2.2303,2.6032,2.8987,3.0108,3.1041,3.2699,3.1641,3.4278,3.3461,3.6873,3.8202,,,
132,CC24_312a,Approval,approval4_dist,% Strongly approve,Job approval — President Biden,35.4,17.8,45.84,26.59,17.08,14.15,2.43,3,0.08,36.215,23.4365,21.835,33.164,20.37,15.2857,13.5093,11.3396,8.9136,10.4875,7.2024,7.8344,2.8233,1.5692,,,
133,CC24_312a,Approval,approval4_dist,% Somewhat approve,Job approval — President Biden,48.85,47.5,42.1,42.12,28.34,19.64,6.23,7.53,0.19,42.11,37.5506,35.23,33.116,30.88,25.5445,22.9398,19.8558,16.2702,18.3905,12.0943,14.3864,7.127,3.9334,,,
134,CC24_312a,Approval,approval4_dist,% Somewhat disapprove,Job approval — President Biden,10.32,18.4,7.96,17.44,20.89,16.19,8.55,8.55,2.14,12.7,18.584,19.165,11.252,16.815,13.1799,12.5105,15.859,13.7328,15.337,11.4295,13.1022,8.55,5.4091,,,
135,CC24_312a,Approval,approval4_dist,% Strongly disapprove,Job approval — President Biden,5.43,16.31,4.1,13.85,33.68,50.02,82.78,80.92,97.59,8.975,20.4256,23.765,22.468,31.935,45.9899,51.0403,52.9397,61.0792,55.775,69.2738,64.667,81.4966,89.0883,,,
136,CC24_312b,Approval,approval4,Weighted mean,Job approval — U.S. Congress,3.2843,3.2994,3.1679,3.061,2.9039,2.786,3.2644,3.0242,3.2271,3.1144,3.0089,2.9825,3.0151,2.9235,3.0434,3.0406,2.9529,2.9737,3.0661,2.9344,3.1314,3.0987,3.1236,,,
137,CC24_312b,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Congress,0.38,0.4,1.95,2.24,4.89,7.35,1.66,1.85,0.52,2.095,3.1187,3.565,4.11,4.795,2.0531,2.0237,3.6506,3.1268,3.4365,3.923,2.8515,1.7911,1.1983,,,
138,CC24_312b,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Congress,12.41,12.62,19.01,22.04,28.63,30.94,13.79,20.77,15.14,20.525,24.2252,25.335,23.782,26.49,21.4314,21.3358,25.4255,24.0712,21.952,24.6031,19.2645,18.6062,18.0113,,,
139,CC24_312b,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Congress,45.62,43.61,39.33,43.07,37.67,37.48,41,50.49,45.45,41.2,41.2794,40.37,38.59,40.275,46.6257,47.1844,42.8967,45.1056,39.1685,45.5865,39.7716,47.5481,48.0204,,,
140,CC24_312b,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Congress,41.59,43.37,39.71,32.64,28.8,24.23,43.55,26.89,38.89,36.175,31.3667,30.72,33.518,28.435,29.8846,29.4516,28.0213,27.6922,35.4375,25.8874,38.1087,32.0546,32.77,,,
141,CC24_312c,Approval,approval4,Weighted mean,Job approval — U.S. Supreme Court,3.8393,3.7648,3.6724,3.3809,2.9346,2.4258,2.519,2.214,1.9229,3.5267,3.2329,3.1578,3.1738,2.9034,2.8217,2.7339,2.6408,2.5167,2.7476,2.2938,2.6723,2.3086,2.0714,,,
142,CC24_312c,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Supreme Court,0.09,0.34,1.2,2.47,6.85,19.31,12.73,21.92,28.44,1.835,3.9224,4.66,8.444,10.89,11.7904,13.255,12.994,15.5906,9.496,20.9363,10.5609,19.0711,25.1148,,,
143,CC24_312c,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Supreme Court,2.77,4.1,5.06,15.38,29.08,39.08,45.41,47.65,56.18,10.22,19.9229,22.23,18.668,27.23,30.8438,33.2737,36.651,39.8506,36.4285,44.42,39.3859,46.9556,51.8297,,,
144,CC24_312c,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Supreme Court,10.27,14.28,19.04,23.75,27.83,21.33,19.1,17.54,10.04,21.395,25.1029,25.79,19.956,22.54,20.7742,20.3066,23.6348,21.8618,23.9015,18.9685,22.3205,18.0236,13.865,,,
145,CC24_312c,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Supreme Court,86.87,81.27,74.7,58.4,36.24,20.28,22.77,12.89,5.34,66.55,51.0517,47.32,52.932,39.34,36.5916,33.1647,26.7202,22.697,30.1785,15.6753,27.7391,15.9528,9.1905,,,
147,pew_churatd,Religion,ordinal_dist,% More than once/week,Church attendance (1=More than once/week … 6=Never),0.87,0.79,2.87,2.3,10.57,10.82,7.99,9.68,11.64,2.585,5.0423,6.435,6.05,6.56,5.8365,6.3922,10.2071,10.0538,9.409,10.1097,8.9418,9.1561,10.6404,,,
148,pew_churatd,Religion,ordinal_dist,% Once/week,Church attendance (1=More than once/week … 6=Never),6.59,5.72,11.07,9.45,20.57,24.28,19.62,21.32,22.47,10.26,13.1374,15.01,16.354,16.865,15.1381,16.0319,20.8758,21.005,20.1425,22.4356,19.9705,20.793,21.8835,,,
149,pew_churatd,Religion,ordinal_dist,% 1–2x/month,Church attendance (1=More than once/week … 6=Never),3.91,3.13,5.64,5.53,7.41,8.66,6.91,8.21,6.1,5.585,6.1534,6.47,6.848,7.095,6.8143,7.0161,7.7362,7.874,7.185,8.3796,7.0945,7.807,7.1761,,,
150,pew_churatd,Religion,ordinal_dist,% Few times/year,Church attendance (1=More than once/week … 6=Never),10.22,8.65,11.04,13.21,13.8,14.14,13.52,15.41,14.18,12.125,13.4056,13.505,12.28,13.675,14.2642,14.4299,14.4564,14.7338,13.674,14.9313,13.6233,14.8241,14.8073,,,
151,pew_churatd,Religion,ordinal_dist,% Seldom,Church attendance (1=More than once/week … 6=Never),20.55,21.56,21.87,25.3,19.08,17.78,22.2,21.04,19.92,23.585,23.2374,22.19,20.234,21.54,23.2586,22.9378,19.8791,20.2168,20.484,19.8113,21.049,21.3996,20.4912,,,
152,pew_churatd,Religion,ordinal_dist,% Never,Church attendance (1=More than once/week … 6=Never),57.87,60.15,47.51,44.2,28.57,24.32,29.75,24.34,25.68,45.855,39.0171,36.385,38.234,34.26,34.6831,33.1876,26.8454,26.1166,29.101,24.3325,29.3147,26.0171,24.9966,,,
154,pew_religimp,Religion,ordinal_dist,% Very important,Importance of religion (1=Very important … 4=Not at all important),10.23,9.77,20.59,19.72,42.43,49.94,43.65,48.48,53.48,20.155,27.2506,31.075,32.33,34.83,33.5018,35.6674,44.8966,45.939,42.979,49.0303,43.1999,46.9827,50.93,,,
155,pew_religimp,Religion,ordinal_dist,% Somewhat important,Importance of religion (1=Very important … 4=Not at all important),14.27,12.29,20.7,25.8,25.18,22.8,26.05,27.37,23.18,23.25,25.5944,25.49,21.54,24.3,26.5523,26.6706,26.0729,26.4502,25.5715,25.6476,25.7291,26.9608,25.3169,,,
156,pew_religimp,Religion,ordinal_dist,% Not too important,Importance of religion (1=Very important … 4=Not at all important),13.71,18.67,18.76,21.12,13.17,14.31,13.82,13.08,11.88,19.94,18.4838,17.145,16.98,17.715,17.2672,16.6618,13.1333,13.1178,13.4625,13.5436,13.5802,13.3094,12.492,,,
157,pew_religimp,Religion,ordinal_dist,% Not at all important,Importance of religion (1=Very important … 4=Not at all important),61.78,59.27,39.95,33.37,19.22,12.95,16.48,11.07,11.46,36.66,28.6779,26.295,29.15,23.16,22.6838,21.0046,15.8972,14.493,17.987,11.7786,17.4908,12.7471,11.2611,,,
159,ideo5,Demographics,ordinal,Weighted mean,Ideological self-identification (1=Very Liberal … 5=Very Conservative),1.6147,1.5715,2.1897,2.4795,2.9469,3.3999,3.7281,3.8076,4.2101,2.3346,2.6345,2.7132,2.6738,2.9397,3.1159,3.2159,3.2978,3.4461,3.2984,3.6539,3.4399,3.783,4.0048,,,
165,CC24_330a,Demographics,ordinal,Weighted mean,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),1.8149,1.7912,2.619,3.1107,3.8995,4.6484,5.2187,5.3683,6.0216,2.8649,3.3723,3.5051,3.4308,3.8796,4.1925,4.3625,4.4983,4.7514,4.4931,5.097,4.732,5.3219,5.6884,,,
173,pid3,Demographics,categorical_dist,% Democrat,Party identification (3-point),74.47,61.79,68.92,54.02,35.88,25.34,9.67,10.32,1.18,61.47,48.0048,44.95,51.488,39.68,33.079,29.7884,25.4592,21.0552,24.0855,15.981,19.3389,10.1185,5.8414,,,
174,pid3,Demographics,categorical_dist,% Republican,Party identification (3-point),0.16,0.02,3.63,6.98,17.04,43.8,45.82,58.32,59.66,5.305,10.3159,12.01,19.698,25.39,31.5821,35.448,33.8699,40.9824,29.991,52.8474,35.2031,54.445,58.9766,,,
175,pid3,Demographics,categorical_dist,% Independent,Party identification (3-point),19.74,24.82,24.11,29.84,29.35,26.88,32.7,25.11,30.61,26.975,29.6775,29.595,25.218,28.36,27.5734,27.2172,27.6214,26.8908,30.8575,25.7771,31.4642,27.4629,27.805,,,
176,pid3,Demographics,categorical_dist,% Other,Party identification (3-point),5.55,7.8,2.08,2.32,4.69,1.59,5.88,3.46,7.19,2.2,3.1059,3.505,1.884,1.955,2.8663,2.9521,4.1885,3.9766,5.2255,2.7552,5.441,4.2102,5.2877,,,
177,pid3,Demographics,categorical_dist,% Not sure,Party identification (3-point),0.07,5.58,1.26,6.85,13.03,2.39,5.93,2.79,1.36,4.055,8.8993,9.94,1.712,4.62,4.9044,4.5987,8.8552,7.0908,9.835,2.6392,8.5492,3.7634,2.0893,,,
160,ideo5,Demographics,ordinal_dist,% Very Liberal,Ideological self-identification (1=Very Liberal … 5=Very Conservative),51.44,57.11,21.77,14,7.75,4.27,2.89,1.19,0.47,17.885,11.9275,10.875,14.77,9.135,7.8614,6.8969,5.0755,3.9452,5.563,2.3509,4.6829,1.717,0.8372,,,
161,ideo5,Demographics,ordinal_dist,% Liberal,Ideological self-identification (1=Very Liberal … 5=Very Conservative),35.97,30.06,41.02,34.17,18.1,9.4,3.55,3.13,0.52,37.595,28.8412,26.135,28.372,21.785,19.2956,16.9583,11.9967,9.4174,11.5525,5.4932,8.9175,3.2602,1.8511,,,
162,ideo5,Demographics,ordinal_dist,% Moderate,Ideological self-identification (1=Very Liberal … 5=Very Conservative),12.35,11.78,34.22,43.41,51.41,41.62,35.05,32.22,18.38,38.815,46.0628,47.41,37.18,42.515,38.0478,37.2051,43.5862,40.2798,44.048,35.7629,41.0852,33.0973,25.4384,,,
163,ideo5,Demographics,ordinal_dist,% Conservative,Ideological self-identification (1=Very Liberal … 5=Very Conservative),0.17,0.68,2.44,6.71,17.17,31.49,34.9,40.64,38.82,4.575,10.1785,11.94,14.06,19.1,22.9693,25.5242,26.7387,30.7826,25.1485,37.1914,28.3594,38.8606,39.7482,,,
164,ideo5,Demographics,ordinal_dist,% Very Conservative,Ideological self-identification (1=Very Liberal … 5=Very Conservative),0.07,0.38,0.55,1.7,5.56,13.23,23.62,22.82,41.82,1.125,2.98,3.63,5.622,7.465,11.8207,13.411,12.5969,15.5708,13.687,19.2055,16.9577,23.068,32.13,,,
54,CC24_440a,Racial & Gender,likert5_dist,% Strongly Agree,White people have certain advantages because of their race,80.99,76.8,56.4,40.08,32.29,16.06,9.43,6.85,0.86,48.24,37.4968,36.185,40.264,28.07,24.1562,21.654,21.9181,17.5348,22.003,10.3212,17.8631,7.6498,3.9149,,,
55,CC24_440a,Racial & Gender,likert5_dist,% Agree,White people have certain advantages because of their race,17.28,20.9,32.34,39.13,28.24,25.74,12.14,15.33,3.15,35.735,35.5189,33.685,29.7,32.435,27.725,25.9329,22.9766,20.7522,20.995,19.2535,18.0793,14.3411,9.3618,,,
56,CC24_440a,Racial & Gender,likert5_dist,% Neither,White people have certain advantages because of their race,1.16,1.75,7.43,13.42,24.58,23.84,22.3,26.64,16.73,10.425,17.1207,19,13.994,18.63,19.755,20.7505,25.4199,25.7748,23.554,25.5847,23.1411,25.2946,21.7841,,,
57,CC24_440a,Racial & Gender,likert5_dist,% Disagree,White people have certain advantages because of their race,0.19,0.47,1.89,4.28,6.54,13.13,14.97,19.96,17.66,3.085,5.0294,5.41,6.386,8.705,11.7939,12.9746,12.0113,14.3236,10.3335,17.3858,11.8602,18.4131,18.833,,,
58,CC24_440a,Racial & Gender,likert5_dist,% Strongly Disagree,White people have certain advantages because of their race,0.39,0.08,1.94,3.1,8.34,21.22,41.16,31.22,61.59,2.52,4.8376,5.72,9.652,12.16,16.5751,18.6925,17.6682,21.6104,23.109,27.451,29.0527,34.3014,46.1013,,,
60,CC24_440b,Racial & Gender,likert5_dist,% Strongly Agree,"Racial problems in the U.S. are rare, isolated situations",0,0,0.14,1.69,6.26,10.07,17.72,12.13,37.33,0.915,3.2054,3.975,4.112,5.88,6.6928,7.479,8.6532,9.6646,11.417,11.3536,13.4924,13.8629,24.478,,,
61,CC24_440b,Racial & Gender,likert5_dist,% Agree,"Racial problems in the U.S. are rare, isolated situations",0,0.04,1.89,7.11,12.49,24.28,27.56,28.98,37.28,4.5,8.894,9.8,10.846,15.695,17.5901,19.2369,19.213,22.0542,19.2715,27.2086,22.0007,28.5398,33.047,,,
62,CC24_440b,Racial & Gender,likert5_dist,% Neither,"Racial problems in the U.S. are rare, isolated situations",0.07,0.89,7.89,13.28,23.36,22.94,24.51,28.98,16.58,10.585,16.6225,18.32,13.91,18.11,18.9537,19.8453,24.0776,24.3808,23.8775,24.2984,24.0858,24.9309,20.9354,,,
63,CC24_440b,Racial & Gender,likert5_dist,% Disagree,"Racial problems in the U.S. are rare, isolated situations",22.07,22.36,38.83,40.09,29.57,26.84,17.6,23.28,7.23,39.46,36.6016,34.83,34.034,33.465,32.0346,30.7689,27.0056,25.9218,24.1835,24.6218,22.0157,21.5192,15.4155,,,
64,CC24_440b,Racial & Gender,likert5_dist,% Strongly Disagree,"Racial problems in the U.S. are rare, isolated situations",77.86,76.71,51.26,37.83,28.32,15.86,12.62,10.48,1.58,44.545,34.6765,33.075,37.1,26.845,24.7239,22.6644,21.0466,17.9728,21.255,12.5077,18.4117,11.1434,6.119,,,
66,CC24_440c,Racial & Gender,likert5_dist,% Strongly Agree,Women seek to gain power by getting control over men,0,0.07,0.76,2.19,7.74,9.59,14.85,8.44,18.68,1.475,4.0304,4.965,4.292,5.89,5.185,5.6556,8.0254,8.146,10.9395,8.8734,12.2271,10.4271,13.4576,,,
67,CC24_440c,Racial & Gender,likert5_dist,% Agree,Women seek to gain power by getting control over men,0.04,0.36,2.69,8.93,16.76,19.62,26.22,22.43,30.24,5.81,11.5264,12.845,9.462,14.275,15.3992,16.4157,19.0717,20.0486,21.017,21.3709,22.7302,23.6049,26.2569,,,
68,CC24_440c,Racial & Gender,likert5_dist,% Neither,Women seek to gain power by getting control over men,2.72,6.82,13.23,25.2,34.32,29.78,33.23,34.84,31.43,19.215,28.2242,29.76,19.85,27.49,29.8195,30.5454,34.532,34.6216,33.8295,32.9329,33.6321,34.3409,33.1691,,,
69,CC24_440c,Racial & Gender,likert5_dist,% Disagree,Women seek to gain power by getting control over men,10.76,13.36,20.37,22.25,17.54,19.83,13.17,19.53,10.51,21.31,20.6882,19.895,20.154,21.04,20.9466,20.7418,18.3513,18.6942,15.5735,19.6431,14.7821,17.5584,15.1102,,,
70,CC24_440c,Racial & Gender,likert5_dist,% Strongly Disagree,Women seek to gain power by getting control over men,86.48,79.39,62.94,41.43,23.64,21.18,12.52,14.76,9.14,52.185,35.5308,32.535,46.236,31.305,28.6497,26.6415,20.0196,18.4896,18.636,17.1797,16.6222,14.0656,12.0062,,,
72,CC24_440d,Racial & Gender,likert5_dist,% Strongly Agree,Women are too easily offended,0.08,0.28,1.56,3.43,10.4,14.7,22.69,17.09,33.5,2.495,5.7413,6.915,6.816,9.065,9.9759,11.0045,13.1275,14.2802,15.9305,16.1892,18.1562,18.826,25.1309,,,
73,CC24_440d,Racial & Gender,likert5_dist,% Agree,Women are too easily offended,0.77,3.51,7.62,14.04,22.34,28.29,32.76,34.93,35.69,10.83,16.7923,18.19,15.888,21.165,24.0505,25.6235,27.4729,29.6422,27.029,32.4274,28.9161,34.2573,35.3024,,,
74,CC24_440d,Racial & Gender,likert5_dist,% Neither,Women are too easily offended,6.66,7.46,15.79,23.74,31.05,25,27.48,27.89,22.8,19.765,26.164,27.395,19.474,24.37,25.7287,26.0412,29.7617,29.2172,29.4435,26.8008,28.797,27.7629,25.3959,,,
75,CC24_440d,Racial & Gender,likert5_dist,% Disagree,Women are too easily offended,14.21,15.34,22.43,23.82,17.34,16.79,9.15,13.42,5.12,23.125,21.6712,20.58,20.174,20.305,18.8363,18.0532,15.7418,15.0664,13.6545,14.6902,12.1713,12.0963,9.353,,,
76,CC24_440d,Racial & Gender,likert5_dist,% Strongly Disagree,Women are too easily offended,78.28,73.4,52.61,34.97,18.87,15.22,7.92,6.67,2.89,43.79,29.6312,26.92,37.654,25.095,21.4086,19.2776,13.8961,11.794,13.9425,9.8925,11.9595,7.0575,4.8178,,,
78,CC24_441a,Racial & Gender,likert5_dist,% Strongly Agree,Minorities should work their way up without special favors,0.69,0.5,5.13,7.78,18.16,35.88,45.72,45.52,65.64,6.455,11.222,12.97,17.43,21.83,25.865,28.7068,29.3147,34.0288,30.562,41.8867,35.5531,45.582,55.3788,,,
79,CC24_441a,Racial & Gender,likert5_dist,% Agree,Minorities should work their way up without special favors,1.56,2.93,10.36,15.63,20.46,27.98,25.41,31.17,21.94,12.995,17.2316,18.045,17.408,21.805,23.0768,24.2469,24.8265,26.6718,22.6875,29.9677,23.5839,29.3844,26.6473,,,
80,CC24_441a,Racial & Gender,likert5_dist,% Neither,Minorities should work their way up without special favors,4.59,9.56,16.62,26.83,32.69,20.83,20.85,17.97,10.95,21.725,28.7732,29.76,18.304,23.83,22.5843,21.9171,26.6887,24.1524,27.362,19.0479,25.2178,18.8628,14.5302,,,
81,CC24_441a,Racial & Gender,likert5_dist,% Disagree,Minorities should work their way up without special favors,19.98,21.38,30.65,24.99,12.42,8.38,3.29,3.38,0.82,27.82,20.8218,18.705,21.742,16.685,14.6345,13.0073,8.7344,7.1768,8.3115,5.2645,6.6581,3.3521,2.1256,,,
82,CC24_441a,Racial & Gender,likert5_dist,% Strongly Disagree,Minorities should work their way up without special favors,73.19,65.63,37.24,24.77,16.27,6.93,4.73,1.96,0.65,31.005,21.9514,20.52,25.116,15.85,13.8394,12.1219,10.4358,7.9702,11.077,3.8332,8.9871,2.8187,1.3181,,,
84,CC24_441b,Racial & Gender,likert5_dist,% Strongly Agree,Slavery/discrimination makes it hard for Blacks to rise,78.77,72.59,47.43,33.08,24.54,14.11,7.47,4.68,0.82,40.255,30.2481,28.81,34.102,23.595,19.4707,17.3322,16.4431,13.0212,16.8585,8.2342,13.7671,5.5449,2.7886,,,
